City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Hanyang,CN,2021-08-12 13:34:07,32.1371,105.5126,64.4,95,100,5.7
293,Fallon,US,2021-08-12 13:34:07,39.4735,-118.7774,77.92,24,75,8.05
294,Praia Da Vitoria,PT,2021-08-12 13:34:07,38.7333,-27.0667,80.85,65,75,22.82
295,Tateyama,JP,2021-08-12 13:34:07,34.9833,139.8667,78.82,88,75,17.27
296,Sitka,US,2021-08-12 13:34:07,57.0531,-135.33,60.69,88,90,0.0
297,Tranas,SE,2021-08-12 13:34:08,58.0372,14.9782,69.39,45,51,7.36
298,Oktyabrskoye,RU,2021-08-12 13:34:08,43.0645,44.7417,84.34,62,40,6.71
299,Erice,IT,2021-08-12 13:34:08,38.037,12.5865,81.59,66,0,18.41
300,Korla,CN,2021-08-12 13:34:08,41.7597,86.1469,89.22,21,8,4.92
301,Port Macquarie,AU,2021-08-12 13:34:09,-31.4333,152.9167,55.36,79,63,3.42
302,Kaffrine,SN,2021-08-12 13:34:09,14.1059,-15.5508,93.18,39,79,6.33
303,Cabra,ES,2021-08-12 13:30:48,37.4725,-4.4421,99.84,33,3,1.99
304,Saurimo,AO,2021-08-12 13:34:09,-9.6608,20.3916,89.92,19,0,0.0
305,Kursavka,RU,2021-08-12 13:34:09,44.4564,42.5093,88.61,49,44,6.82
306,Itaperuna,BR,2021-08-12 13:34:10,-21.205,-41.8878,75.27,57,97,2.06
307,Guiglo,CI,2021-08-12 13:34:10,6.5456,-7.4966,75.63,92,100,3.42
308,Bana,CM,2021-08-12 13:34:10,5.1481,10.2762,65.12,92,99,3.83
309,Sao Desiderio,BR,2021-08-12 13:34:10,-12.3633,-44.9733,92.08,20,28,5.32
310,La Rioja,ES,2021-08-12 13:34:11,42.25,-2.5,92.48,16,72,6.06
311,Manali,IN,2021-08-12 13:34:11,13.1667,80.2667,87.89,68,100,8.59
312,Yerofey Pavlovich,RU,2021-08-12 13:34:11,53.9667,121.9667,61.43,69,100,1.68
313,Tuatapere,NZ,2021-08-12 13:34:12,-46.1333,167.6833,45.82,92,18,3.24
314,Raikot,IN,2021-08-12 13:34:12,30.65,75.6,89.96,52,33,5.77
315,Gladstone,AU,2021-08-12 13:29:18,-23.85,151.25,62.53,88,22,4.61
316,Abadan,IR,2021-08-12 13:29:49,30.3392,48.3043,121.03,5,0,11.45
317,Garowe,SO,2021-08-12 13:34:13,8.4054,48.4845,92.84,27,52,17.0
318,Christchurch,NZ,2021-08-12 13:34:13,-43.5333,172.6333,56.32,62,90,6.91
319,Pozoblanco,ES,2021-08-12 13:34:13,38.3791,-4.8483,91.98,13,0,9.17
320,Idah,NG,2021-08-12 13:34:14,7.1065,6.7342,80.71,81,97,5.39
321,Laguna,US,2021-08-12 13:34:14,38.421,-121.4238,77.65,74,1,4.61
322,Nicoya,CR,2021-08-12 13:34:14,10.1483,-85.452,71.15,83,98,0.43
323,Lagoa,PT,2021-08-12 13:34:14,39.05,-27.9833,73.0,79,0,13.89
324,Deputatskiy,RU,2021-08-12 13:34:15,69.3,139.9,54.54,82,100,3.96
325,Liverpool,GB,2021-08-12 13:30:01,53.4106,-2.9779,71.1,54,40,5.99
326,Talnakh,RU,2021-08-12 13:34:15,69.4865,88.3972,46.51,82,33,6.6
327,Catamarca,AR,2021-08-12 13:34:15,-28.4696,-65.7852,56.5,56,0,1.99
328,Aksu,CN,2021-08-12 13:34:16,41.1231,80.2644,75.22,47,96,24.79
329,Hirara,JP,2021-08-12 13:34:16,24.8,125.2833,82.17,79,100,14.2
330,Soyo,AO,2021-08-12 13:34:16,-6.1349,12.3689,78.85,77,81,11.21
331,Quthing,LS,2021-08-12 13:34:16,-30.4,27.7003,58.69,19,0,12.21
332,Lizzano,IT,2021-08-12 13:30:02,40.391,17.4476,103.41,29,0,13.8
333,Omboue,GA,2021-08-12 13:34:17,-1.5746,9.2618,81.91,62,62,12.93
334,Rawson,AR,2021-08-12 13:31:34,-43.3002,-65.1023,51.64,36,0,10.6
335,Skibbereen,IE,2021-08-12 13:34:17,51.55,-9.2667,64.2,71,3,20.42
336,Severo-Kurilsk,RU,2021-08-12 13:34:17,50.6789,156.125,51.1,87,100,8.43
337,Hami,CN,2021-08-12 13:34:18,42.8,93.45,90.48,15,1,6.91
338,Puerto Suarez,BO,2021-08-12 13:34:18,-18.95,-57.8,63.16,55,75,10.36
339,Diffa,NE,2021-08-12 13:34:18,13.3154,12.6113,74.79,89,100,5.32
340,Kant,IN,2021-08-12 13:34:19,27.8,79.8,90.34,51,91,5.12
341,Rajanpur,PK,2021-08-12 13:34:19,29.1035,70.325,104.16,25,15,14.61
342,Fortuna,US,2021-08-12 13:34:19,40.5982,-124.1573,49.12,100,90,0.0
343,Genhe,CN,2021-08-12 13:34:19,50.7833,121.5167,54.75,92,66,1.7
344,Filadelfia,US,2021-08-12 13:31:10,39.9523,-75.1638,84.16,84,20,8.05
345,Mulanje,MW,2021-08-12 13:34:20,-16.0316,35.5,82.54,30,10,2.51
346,Longyearbyen,SJ,2021-08-12 13:34:20,78.2186,15.6401,44.44,93,90,11.5
347,Springbok,ZA,2021-08-12 13:34:20,-29.6643,17.8865,50.11,62,84,10.8
348,Half Moon Bay,US,2021-08-12 13:34:20,37.4636,-122.4286,65.52,88,1,0.0
349,Khasan,RU,2021-08-12 13:34:21,42.4308,130.6434,67.69,79,100,11.52
350,Asfi,MA,2021-08-12 13:34:21,32.2994,-9.2372,75.61,73,17,19.73
351,Cruz Alta,BR,2021-08-12 13:34:21,-28.6386,-53.6064,42.78,63,100,14.23
352,Dakar,SN,2021-08-12 13:34:21,14.6937,-17.4441,86.88,74,40,11.5
353,Dongsheng,CN,2021-08-12 13:31:21,39.8161,109.9776,71.51,36,40,6.49
354,Tommot,RU,2021-08-12 13:34:22,58.9564,126.2925,61.03,84,52,1.88
355,Haines Junction,CA,2021-08-12 13:34:22,60.7522,-137.5108,58.95,63,100,6.91
356,Arraial Do Cabo,BR,2021-08-12 13:34:22,-22.9661,-42.0278,69.66,88,75,6.91
357,Hisar,IN,2021-08-12 13:34:22,29.1667,75.7167,94.96,38,87,7.31
358,Barcelos,PT,2021-08-12 13:34:23,41.5388,-8.6151,90.28,45,5,11.05
359,Dunda,TZ,2021-08-12 13:34:23,-8.1167,34.25,85.24,20,0,4.72
360,Paterson,US,2021-08-12 13:34:23,40.9168,-74.1718,85.21,79,1,1.99
361,Axim,GH,2021-08-12 13:32:11,4.8699,-2.2405,81.1,69,85,11.68
362,Ishinomaki,JP,2021-08-12 13:34:24,38.4167,141.3,66.2,91,100,13.58
363,Kashan,IR,2021-08-12 13:34:24,33.9831,51.4364,104.52,8,69,6.2
364,Dingli,MT,2021-08-12 13:34:24,35.8614,14.3822,91.56,40,0,14.97
365,Lastoursville,GA,2021-08-12 13:34:24,-0.8143,12.7287,87.03,50,96,3.22
366,Kuching,MY,2021-08-12 13:30:14,1.55,110.3333,77.22,94,40,1.14
367,Karratha,AU,2021-08-12 13:34:25,-20.7377,116.8463,70.75,24,0,11.05
368,Ganzhou,CN,2021-08-12 13:34:25,28.8184,115.4327,79.75,93,100,2.04
369,Stornoway,GB,2021-08-12 13:34:25,58.2093,-6.3865,60.76,63,40,18.41
370,Niquero,CU,2021-08-12 13:34:26,20.0431,-77.5828,83.62,73,1,8.03
371,Bacolod,PH,2021-08-12 13:34:26,10.6667,122.95,79.86,80,100,5.57
372,Chokurdakh,RU,2021-08-12 13:30:33,70.6333,147.9167,53.74,90,55,2.17
373,Berbera,SO,2021-08-12 13:34:26,10.4396,45.0143,91.63,52,21,5.32
374,Olafsvik,IS,2021-08-12 13:34:26,64.8945,-23.7142,55.58,80,8,7.96
375,Hurghada,EG,2021-08-12 13:30:49,27.2574,33.8129,104.04,18,0,0.0
376,Saint George,US,2021-08-12 13:34:27,37.1041,-113.5841,78.94,49,1,8.99
377,Pascagoula,US,2021-08-12 13:34:27,30.3658,-88.5561,82.56,73,19,3.36
378,Qasigiannguit,GL,2021-08-12 13:34:27,68.8193,-51.1922,46.65,64,100,5.41
379,Hofn,IS,2021-08-12 13:34:28,64.2539,-15.2082,55.42,76,75,2.3
380,Farafangana,MG,2021-08-12 13:34:28,-22.8167,47.8333,71.8,78,0,15.28
381,Jinchang,CN,2021-08-12 13:34:28,38.4953,102.1739,77.02,37,84,4.23
382,Smithers,CA,2021-08-12 13:34:28,54.7804,-127.1743,46.72,100,20,2.3
383,Barkhan,PK,2021-08-12 13:34:29,29.8977,69.5256,96.76,20,9,11.7
384,Baker City,US,2021-08-12 13:34:29,44.7749,-117.8344,73.18,82,1,0.0
385,Okhotsk,RU,2021-08-12 13:34:29,59.3833,143.3,58.41,87,4,6.64
386,Los Llanos De Aridane,ES,2021-08-12 13:34:29,28.6585,-17.9182,76.75,79,20,6.91
387,Nishihara,JP,2021-08-12 13:34:30,26.1842,127.7558,80.65,92,75,8.05
388,Bagotville,AU,2021-08-12 13:34:30,-28.9833,153.4167,57.22,83,1,6.71
389,Lahat,ID,2021-08-12 13:34:30,-3.8,103.5333,76.41,65,100,3.29
390,Bartica,GY,2021-08-12 13:34:30,6.4,-58.6167,82.72,65,59,2.8
391,Bowen,AU,2021-08-12 13:34:30,-20.0167,148.2333,64.62,85,7,12.73
392,Aswan,EG,2021-08-12 13:34:31,24.0934,32.907,106.9,10,0,16.11
393,Bonnyville,CA,2021-08-12 13:34:31,54.2668,-110.735,46.2,86,5,8.55
394,Castanas,PH,2021-08-12 13:34:31,13.8822,121.5517,80.1,86,100,5.21
395,Kloulklubed,PW,2021-08-12 13:34:31,7.0419,134.2556,77.5,73,91,10.83
396,Hukuntsi,BW,2021-08-12 13:34:32,-24.0,21.75,75.42,18,3,10.33
397,Fayetteville,US,2021-08-12 13:34:32,35.0527,-78.8784,84.78,80,1,1.99
398,La Romana,DO,2021-08-12 13:31:42,18.4273,-68.9728,83.93,100,75,5.75
399,Charcas,MX,2021-08-12 13:34:32,23.1333,-101.1167,58.5,77,13,1.77
400,Nouadhibou,MR,2021-08-12 13:34:33,20.931,-17.0347,82.38,57,4,14.97
401,Lexington,US,2021-08-12 13:34:33,37.9887,-84.4777,83.41,76,1,1.01
402,Skjervoy,NO,2021-08-12 13:34:33,70.0311,20.9714,53.78,90,42,3.91
403,Tabou,CI,2021-08-12 13:34:34,4.423,-7.3528,79.07,78,98,13.78
404,Iqaluit,CA,2021-08-12 13:34:34,63.7506,-68.5145,42.53,93,90,14.97
405,Vangaindrano,MG,2021-08-12 13:34:34,-23.35,47.6,71.74,78,0,11.95
406,Moose Factory,CA,2021-08-12 13:34:35,51.2585,-80.6094,68.0,77,1,13.8
407,Kalangala,UG,2021-08-12 13:34:35,-0.3089,32.225,74.14,63,96,11.56
408,Berlevag,NO,2021-08-12 13:34:35,70.8578,29.0864,53.55,87,90,5.75
409,Obregon,NI,2021-08-12 13:34:36,11.9566,-85.9636,79.07,67,31,6.62
410,Salinas,US,2021-08-12 13:34:36,36.6777,-121.6555,65.52,89,20,4.61
411,Bom Jesus,BR,2021-08-12 13:34:36,-9.0744,-44.3586,93.78,25,14,8.1
412,Lulea,SE,2021-08-12 13:34:36,65.5842,22.1547,68.07,60,0,3.44
413,Tolaga Bay,NZ,2021-08-12 13:34:37,-38.3667,178.3,50.09,75,100,7.23
414,Sortavala,RU,2021-08-12 13:30:03,61.7053,30.6918,73.15,47,100,8.43
415,Meulaboh,ID,2021-08-12 13:34:37,4.1363,96.1285,77.67,86,100,4.99
416,Sampit,ID,2021-08-12 13:34:37,-2.5333,112.95,75.13,95,100,1.88
417,Kutum,SD,2021-08-12 13:34:38,14.2,24.6667,83.34,43,62,5.95
418,Rancho Veloz,CU,2021-08-12 13:34:38,22.8806,-80.3917,81.09,66,7,14.45
419,Monterey,US,2021-08-12 13:34:38,36.2505,-121.2516,58.12,46,76,4.09
420,Gao,ML,2021-08-12 13:34:38,16.6362,1.637,94.84,33,100,7.09
421,Coquimbo,CL,2021-08-12 13:32:24,-29.9533,-71.3436,53.33,71,90,4.61
422,San Luis,AR,2021-08-12 13:34:24,-33.295,-66.3356,54.0,31,21,5.75
423,Maldonado,UY,2021-08-12 13:34:39,-34.6667,-54.9167,49.39,70,1,4.23
424,Ligayan,PH,2021-08-12 13:34:39,4.6533,119.4706,83.86,75,100,8.55
425,Conakry,GN,2021-08-12 13:34:40,9.538,-13.6773,82.47,78,75,9.22
426,Adrar,MR,2021-08-12 13:34:40,20.5022,-10.0711,108.45,9,94,20.09
427,Humaita,BR,2021-08-12 13:34:40,-7.5061,-63.0208,92.52,27,25,5.44
428,Sembe,CG,2021-08-12 13:34:40,1.6481,14.5806,92.14,36,80,4.09
429,Clyde River,CA,2021-08-12 13:32:56,70.4692,-68.5914,41.23,93,90,11.5
430,Altamira,BR,2021-08-12 13:34:41,-3.2033,-52.2064,82.49,78,75,3.44
431,Sfantu Gheorghe,RO,2021-08-12 13:34:41,45.8667,25.7833,78.82,36,58,9.24
432,Puerto Maldonado,PE,2021-08-12 13:32:04,-12.6,-69.1833,74.66,37,80,6.49
433,Vodnyy,RU,2021-08-12 13:34:42,63.5046,53.4095,68.58,63,100,6.11
434,Shubarshi,KZ,2021-08-12 13:34:42,48.5872,57.1869,81.55,25,1,12.19
435,Kidal,ML,2021-08-12 13:34:42,18.4411,1.4078,98.85,30,75,12.15
436,Lorengau,PG,2021-08-12 13:34:42,-2.0226,147.2712,81.48,76,72,4.03
437,Morehead,US,2021-08-12 13:34:43,37.2711,-87.1764,82.31,82,1,5.75
438,Bitung,ID,2021-08-12 13:34:43,1.4451,125.1824,77.85,82,19,7.92
439,Eresos,GR,2021-08-12 13:34:43,39.1667,25.9333,89.11,51,0,16.98
440,Honningsvag,NO,2021-08-12 13:34:43,70.9821,25.9704,52.3,88,98,13.02
441,Baruun-Urt,MN,2021-08-12 13:34:44,46.6806,113.2792,58.5,82,32,10.13
442,Moree,AU,2021-08-12 13:34:44,-29.4667,149.85,53.62,94,5,6.91
443,Van,TR,2021-08-12 13:33:26,38.4924,43.3831,78.15,22,75,3.44
444,Goicea,RO,2021-08-12 13:34:44,43.9167,23.6167,97.88,15,10,16.71
445,Sao Felix Do Xingu,BR,2021-08-12 13:34:44,-6.6447,-51.995,96.44,23,8,2.42
446,Ostersund,SE,2021-08-12 13:34:45,63.1792,14.6357,68.45,49,0,5.75
447,Petauke,ZM,2021-08-12 13:34:45,-14.2426,31.3253,81.3,17,0,3.51
448,Bogorodskoye,RU,2021-08-12 13:34:45,56.55,37.8833,68.79,94,100,6.64
449,Vostok,RU,2021-08-12 13:34:46,46.4856,135.8833,57.31,70,78,1.63
450,Nanakuli,US,2021-08-12 13:34:46,21.3906,-158.1547,76.95,69,1,4.61
451,Cayenne,GF,2021-08-12 13:34:46,4.9333,-52.3333,85.08,78,0,1.01
452,Jevnaker,NO,2021-08-12 13:34:46,60.2414,10.385,71.69,44,93,6.87
453,Iskateley,RU,2021-08-12 13:34:47,67.6803,53.1512,64.85,77,91,8.16
454,Jeremie,HT,2021-08-12 13:34:47,18.65,-74.1167,83.44,70,100,3.53
455,Churapcha,RU,2021-08-12 13:34:47,62.0025,132.4325,62.04,77,0,2.42
456,Sanica,BA,2021-08-12 13:34:48,44.6142,16.6411,92.14,26,5,7.02
457,Myaundzha,RU,2021-08-12 13:34:48,63.0494,147.1858,60.89,45,100,3.04
458,Sorland,NO,2021-08-12 13:34:48,67.667,12.6934,55.47,88,90,7.25
459,Tsabong,BW,2021-08-12 13:34:48,-26.0217,22.401,66.52,22,2,15.73
460,Sept-Iles,CA,2021-08-12 13:34:49,50.2001,-66.3821,64.92,97,90,5.01
461,Esperance,AU,2021-08-12 13:34:49,-33.8667,121.9,48.04,74,2,4.0
462,Kaduna,NG,2021-08-12 13:34:49,10.5222,7.4383,72.27,90,100,8.48
463,Neyshabur,IR,2021-08-12 13:34:49,36.2133,58.7958,92.89,9,0,7.29
464,Hasaki,JP,2021-08-12 13:34:50,35.7333,140.8333,73.8,91,100,4.65
465,Bridlington,GB,2021-08-12 13:30:02,54.0831,-0.1919,74.14,45,100,15.26
466,Malya,TZ,2021-08-12 13:34:50,-2.9833,33.5167,84.11,33,13,2.33
467,Kargasok,RU,2021-08-12 13:34:50,59.0556,80.8572,57.27,57,9,10.89
468,Tocopilla,CL,2021-08-12 13:34:51,-22.092,-70.1979,64.51,67,35,8.95
469,Bagdarin,RU,2021-08-12 13:34:51,54.4333,113.6,56.62,93,66,0.51
470,Talavera,PH,2021-08-12 13:34:51,15.6167,120.9333,78.71,86,100,2.33
471,Erzin,TR,2021-08-12 13:34:51,36.9559,36.2,97.32,41,0,10.65
472,Ashtian,IR,2021-08-12 13:34:52,34.5217,50.0019,87.55,7,2,4.63
473,Awjilah,LY,2021-08-12 13:34:52,29.1081,21.2869,108.3,12,0,12.06
474,Taraza,CO,2021-08-12 13:34:52,7.5836,-75.4007,76.28,94,100,0.76
475,Benghazi,LY,2021-08-12 13:34:52,32.1167,20.0667,86.47,67,0,17.92
476,Wuzhou,CN,2021-08-12 13:34:53,23.4833,111.3167,79.74,91,100,1.03
477,Koslan,RU,2021-08-12 13:34:53,63.4564,48.8989,63.75,90,97,6.44
478,Panaba,MX,2021-08-12 13:34:53,21.2833,-88.2667,83.16,69,19,6.29
479,Trinidad,BO,2021-08-12 13:34:54,-14.8333,-64.9,67.98,45,75,11.5
480,Saint-Gabriel,CA,2021-08-12 13:34:54,46.3001,-73.3824,78.62,76,52,10.09
481,Turrialba,CR,2021-08-12 13:34:54,9.9047,-83.6835,78.91,90,100,2.21
482,Zhangye,CN,2021-08-12 13:34:54,38.9342,100.4517,78.22,26,2,3.51
483,Kangaatsiaq,GL,2021-08-12 13:34:54,68.3065,-53.4641,45.72,78,98,5.17
484,Margate,GB,2021-08-12 13:34:07,51.3813,1.3862,72.7,74,92,4.0
485,Sasykoli,RU,2021-08-12 13:34:55,47.5515,46.9968,96.28,20,73,17.81
486,College,US,2021-08-12 13:34:55,64.8569,-147.8028,55.58,84,75,5.75
487,Rastatt,DE,2021-08-12 13:34:56,48.85,8.2,88.92,48,100,3.4
488,Saint Anthony,US,2021-08-12 13:34:56,45.0205,-93.218,73.26,68,75,1.01
489,Coahuayana,MX,2021-08-12 13:34:56,18.7333,-103.6833,76.48,82,56,3.38
490,Muros,ES,2021-08-12 13:34:56,42.7762,-9.0603,81.14,72,7,16.49
491,Kattivakkam,IN,2021-08-12 13:34:57,13.2167,80.3167,87.89,71,100,9.04
492,Mount Gambier,AU,2021-08-12 13:34:57,-37.8333,140.7667,48.11,100,75,8.05
493,Chabahar,IR,2021-08-12 13:30:10,25.2919,60.643,81.39,81,98,10.38
494,Mossendjo,CG,2021-08-12 13:34:57,-2.9506,12.7261,86.85,42,37,8.08
495,Eyl,SO,2021-08-12 13:34:58,7.9803,49.8164,80.56,71,5,26.4
496,Mogadishu,SO,2021-08-12 13:34:58,2.0371,45.3438,77.58,80,20,18.41
497,Gaoual,GN,2021-08-12 13:34:58,11.75,-13.2,86.95,66,100,4.21
498,Hambantota,LK,2021-08-12 13:34:59,6.1241,81.1185,84.54,74,40,16.11
499,Beroroha,MG,2021-08-12 13:34:59,-21.6667,45.1667,85.55,21,0,6.78
500,Dhola,IN,2021-08-12 13:34:59,21.8833,71.7833,86.99,57,100,13.29
501,Okmulgee,US,2021-08-12 13:34:59,35.6234,-95.9605,83.12,74,1,12.66
502,Nueva Germania,PY,2021-08-12 13:35:00,-23.9,-56.5667,58.51,55,85,4.63
503,Poladpur,IN,2021-08-12 13:35:00,17.9802,73.466,78.39,86,100,2.73
504,Sabang,ID,2021-08-12 13:35:00,5.8933,95.3214,81.52,77,96,22.5
505,Bukachacha,RU,2021-08-12 13:35:00,52.9833,116.9167,54.77,88,30,1.32
506,Ojinaga,MX,2021-08-12 13:35:01,29.5667,-104.4167,76.41,64,75,4.61
507,Lerwick,GB,2021-08-12 13:31:37,60.1545,-1.1494,57.2,73,99,9.86
508,Yakymivka,UA,2021-08-12 13:35:01,46.6897,35.1536,84.2,43,100,6.55
509,Lompoc,US,2021-08-12 13:35:01,34.6391,-120.4579,65.1,95,90,5.75
510,Watertown,US,2021-08-12 13:35:02,42.3709,-71.1828,87.19,76,20,3.0
511,Kununurra,AU,2021-08-12 13:35:02,-15.7667,128.7333,76.98,57,1,0.0
512,Zhigansk,RU,2021-08-12 13:33:38,66.7697,123.3711,62.04,53,100,2.91
513,Isangel,VU,2021-08-12 13:35:03,-19.55,169.2667,69.24,65,37,16.55
514,Gabu,GW,2021-08-12 13:35:03,12.2833,-14.2167,88.0,57,74,7.2
515,Lensk,RU,2021-08-12 13:35:03,60.7253,114.9278,65.52,79,58,4.99
516,Dudinka,RU,2021-08-12 13:33:10,69.4058,86.1778,52.52,63,11,1.74
517,Vaike-Maarja,EE,2021-08-12 13:35:04,59.1264,26.25,59.94,92,100,2.19
518,Jasper,US,2021-08-12 13:35:04,37.2001,-94.3502,83.53,71,20,1.99
519,Garcia,MX,2021-08-12 13:35:04,25.8167,-100.5833,74.71,85,100,2.73
520,Vardo,NO,2021-08-12 13:35:04,70.3705,31.1107,61.0,90,97,12.88
521,Matara,LK,2021-08-12 13:35:05,5.9485,80.5353,79.48,81,100,11.81
522,Aksarka,RU,2021-08-12 13:35:05,66.5606,67.7975,69.12,50,81,8.59
523,Ballina,AU,2021-08-12 13:35:05,-28.8667,153.5667,57.38,94,0,0.0
524,Rocha,UY,2021-08-12 13:35:06,-34.4833,-54.3333,50.72,70,0,4.05
525,San Cristobal,VE,2021-08-12 13:35:06,7.7669,-72.225,77.18,58,33,4.43
526,Omsukchan,RU,2021-08-12 13:35:06,62.5333,155.8,55.49,81,8,6.96
527,Lodja,CD,2021-08-12 13:35:06,-3.4833,23.4333,96.33,27,59,0.38
528,Port Hardy,CA,2021-08-12 13:35:06,50.6996,-127.4199,51.8,100,20,2.3
529,Danilov,RU,2021-08-12 13:35:07,58.1908,40.1717,63.45,96,100,5.35
530,Creston,US,2021-08-12 13:35:07,41.0586,-94.3614,77.34,100,1,11.5
531,Non Sang,TH,2021-08-12 13:35:07,16.8687,102.5664,82.51,78,100,2.59
532,Panjakent,TJ,2021-08-12 13:35:08,39.4952,67.6093,87.6,19,0,8.72
533,Dunedin,NZ,2021-08-12 13:35:08,-45.8742,170.5036,47.8,79,100,8.99
534,Saint-Augustin,CA,2021-08-12 13:35:08,51.226,-58.6502,58.71,88,100,8.57
535,Gisborne,NZ,2021-08-12 13:35:08,-38.6533,178.0042,53.94,70,100,10.45
536,Sulangan,PH,2021-08-12 13:35:09,11.1373,123.7228,84.87,72,100,7.56
537,Paamiut,GL,2021-08-12 13:35:09,61.994,-49.6678,43.23,87,61,9.82
538,Tessalit,ML,2021-08-12 13:35:09,20.1986,1.0114,107.58,9,8,11.16
539,Salme,NP,2021-08-12 13:35:09,28.0369,85.0942,66.49,96,96,0.87
